reference_name,start,end,gain_frequency,loss_frequency,no,source_query
1,147400000,148400000,35.205,1.938,149,infiltrating_duct_carcinoma_icdom
1,148400000,149400000,36.761,1.723,150,infiltrating_duct_carcinoma_icdom
1,149400000,150400000,42.104,1.897,151,infiltrating_duct_carcinoma_icdom
1,150400000,151400000,44.14,1.751,152,infiltrating_duct_carcinoma_icdom
1,151400000,152400000,43.271,1.341,153,infiltrating_duct_carcinoma_icdom
1,152400000,153400000,44.153,4.982,154,infiltrating_duct_carcinoma_icdom
1,153400000,154400000,43.653,1.223,155,infiltrating_duct_carcinoma_icdom
1,154400000,155400000,43.875,1.362,156,infiltrating_duct_carcinoma_icdom
1,155400000,156400000,44.779,1.341,157,infiltrating_duct_carcinoma_icdom
1,156400000,157400000,44.056,1.876,158,infiltrating_duct_carcinoma_icdom
1,157400000,158400000,43.271,1.869,159,infiltrating_duct_carcinoma_icdom
1,158400000,159400000,43.764,1.973,160,infiltrating_duct_carcinoma_icdom
1,159400000,160400000,43.361,1.584,161,infiltrating_duct_carcinoma_icdom
1,160400000,161400000,45.175,1.522,162,infiltrating_duct_carcinoma_icdom
1,161400000,162400000,44.487,1.549,163,infiltrating_duct_carcinoma_icdom
1,162400000,163400000,44.57,2.029,164,infiltrating_duct_carcinoma_icdom
1,163400000,164400000,42.917,1.515,165,infiltrating_duct_carcinoma_icdom
1,164400000,165400000,43.639,1.549,166,infiltrating_duct_carcinoma_icdom
1,165400000,166400000,43.181,1.674,167,infiltrating_duct_carcinoma_icdom
1,166400000,167400000,42.993,1.591,168,infiltrating_duct_carcinoma_icdom
1,167400000,168400000,43.111,1.633,169,infiltrating_duct_carcinoma_icdom
1,168400000,169400000,43.542,2.592,170,infiltrating_duct_carcinoma_icdom
1,169400000,170400000,43.417,1.681,171,infiltrating_duct_carcinoma_icdom
1,170400000,171400000,43.473,1.633,172,infiltrating_duct_carcinoma_icdom
1,171400000,172400000,43.5,1.633,173,infiltrating_duct_carcinoma_icdom
1,172400000,173400000,43.445,1.64,174,infiltrating_duct_carcinoma_icdom
1,173400000,174400000,43.021,1.647,175,infiltrating_duct_carcinoma_icdom
1,174400000,175400000,43.125,1.945,176,infiltrating_duct_carcinoma_icdom
1,175400000,176400000,43.396,1.897,177,infiltrating_duct_carcinoma_icdom
1,176400000,177400000,42.965,1.598,178,infiltrating_duct_carcinoma_icdom
1,177400000,178400000,42.771,1.723,179,infiltrating_duct_carcinoma_icdom
1,178400000,179400000,42.875,1.758,180,infiltrating_duct_carcinoma_icdom
1,179400000,180400000,42.938,1.765,181,infiltrating_duct_carcinoma_icdom
1,180400000,181400000,43.507,1.647,182,infiltrating_duct_carcinoma_icdom
1,181400000,182400000,43.507,1.681,183,infiltrating_duct_carcinoma_icdom
1,182400000,183400000,43.778,1.633,184,infiltrating_duct_carcinoma_icdom
1,183400000,184400000,43.903,1.716,185,infiltrating_duct_carcinoma_icdom
1,184400000,185400000,43.632,1.723,186,infiltrating_duct_carcinoma_icdom
1,185400000,186400000,43.709,1.834,187,infiltrating_duct_carcinoma_icdom
1,186400000,187400000,43.542,2.001,188,infiltrating_duct_carcinoma_icdom
1,187400000,188400000,43.5,2.036,189,infiltrating_duct_carcinoma_icdom
1,188400000,189400000,43.702,2.091,190,infiltrating_duct_carcinoma_icdom
1,189400000,190400000,43.535,1.98,191,infiltrating_duct_carcinoma_icdom
1,190400000,191400000,43.931,1.918,192,infiltrating_duct_carcinoma_icdom
1,191400000,192400000,43.688,1.786,193,infiltrating_duct_carcinoma_icdom
1,192400000,193400000,44.793,2.383,194,infiltrating_duct_carcinoma_icdom
1,193400000,194400000,42.257,1.667,195,infiltrating_duct_carcinoma_icdom
1,194400000,195400000,42.222,1.737,196,infiltrating_duct_carcinoma_icdom
1,195400000,196400000,42.271,1.751,197,infiltrating_duct_carcinoma_icdom
1,196400000,197400000,43.111,3.008,198,infiltrating_duct_carcinoma_icdom
1,197400000,198400000,43.083,1.598,199,infiltrating_duct_carcinoma_icdom
1,198400000,199400000,42.951,1.793,200,infiltrating_duct_carcinoma_icdom
1,199400000,200400000,43.202,1.556,201,infiltrating_duct_carcinoma_icdom
1,200400000,201400000,44.292,1.681,202,infiltrating_duct_carcinoma_icdom
1,201400000,202400000,48.635,1.605,203,infiltrating_duct_carcinoma_icdom
1,202400000,203400000,47.44,1.466,204,infiltrating_duct_carcinoma_icdom
1,203400000,204400000,47.759,1.049,205,infiltrating_duct_carcinoma_icdom
1,204400000,205400000,48.906,1.112,206,infiltrating_duct_carcinoma_icdom
1,205400000,206400000,47.676,1.119,207,infiltrating_duct_carcinoma_icdom
1,206400000,207400000,48.517,1.549,208,infiltrating_duct_carcinoma_icdom
1,207400000,208400000,46.807,1.403,209,infiltrating_duct_carcinoma_icdom
1,208400000,209400000,46.015,1.584,210,infiltrating_duct_carcinoma_icdom
1,209400000,210400000,46.814,2.376,211,infiltrating_duct_carcinoma_icdom
1,210400000,211400000,45.71,1.806,212,infiltrating_duct_carcinoma_icdom
1,211400000,212400000,45.751,1.716,213,infiltrating_duct_carcinoma_icdom
1,212400000,213400000,45.494,1.793,214,infiltrating_duct_carcinoma_icdom
1,213400000,214400000,45.404,1.647,215,infiltrating_duct_carcinoma_icdom
1,214400000,215400000,46.134,1.779,216,infiltrating_duct_carcinoma_icdom
1,215400000,216400000,45.758,1.64,217,infiltrating_duct_carcinoma_icdom
1,216400000,217400000,45.786,1.674,218,infiltrating_duct_carcinoma_icdom
1,217400000,218400000,45.8,1.667,219,infiltrating_duct_carcinoma_icdom
1,218400000,219400000,45.974,1.626,220,infiltrating_duct_carcinoma_icdom
1,219400000,220400000,45.995,1.716,221,infiltrating_duct_carcinoma_icdom
1,220400000,221400000,45.904,1.758,222,infiltrating_duct_carcinoma_icdom
1,221400000,222400000,45.55,1.716,223,infiltrating_duct_carcinoma_icdom
1,222400000,223400000,45.64,1.654,224,infiltrating_duct_carcinoma_icdom
1,223400000,224400000,45.515,1.535,225,infiltrating_duct_carcinoma_icdom
1,224400000,225400000,45.314,1.508,226,infiltrating_duct_carcinoma_icdom
1,225400000,226400000,46.266,1.966,227,infiltrating_duct_carcinoma_icdom
1,226400000,227400000,45.842,2.07,228,infiltrating_duct_carcinoma_icdom
1,227400000,228400000,45.717,2.168,229,infiltrating_duct_carcinoma_icdom
1,228400000,229400000,45.633,2.14,230,infiltrating_duct_carcinoma_icdom
1,229400000,230400000,45.341,2.286,231,infiltrating_duct_carcinoma_icdom
1,230400000,231400000,45.397,2.057,232,infiltrating_duct_carcinoma_icdom
1,231400000,232400000,45.383,2.119,233,infiltrating_duct_carcinoma_icdom
1,232400000,233400000,45.147,1.973,234,infiltrating_duct_carcinoma_icdom
1,233400000,234400000,45.341,2.105,235,infiltrating_duct_carcinoma_icdom
1,234400000,235400000,45.619,2.265,236,infiltrating_duct_carcinoma_icdom
1,235400000,236400000,44.82,2.161,237,infiltrating_duct_carcinoma_icdom
1,236400000,237400000,44.445,2.202,238,infiltrating_duct_carcinoma_icdom
1,237400000,238400000,44.265,2.341,239,infiltrating_duct_carcinoma_icdom
1,238400000,239400000,44.146,2.237,240,infiltrating_duct_carcinoma_icdom
1,239400000,240400000,44.195,2.258,241,infiltrating_duct_carcinoma_icdom
1,240400000,241400000,44.077,2.578,242,infiltrating_duct_carcinoma_icdom
1,241400000,242400000,44.133,3.21,243,infiltrating_duct_carcinoma_icdom
1,242400000,243400000,43.146,2.668,244,infiltrating_duct_carcinoma_icdom
1,243400000,244400000,42.771,2.647,245,infiltrating_duct_carcinoma_icdom
1,244400000,245400000,41.909,2.397,246,infiltrating_duct_carcinoma_icdom
1,245400000,246400000,42.59,2.647,247,infiltrating_duct_carcinoma_icdom
1,246400000,247400000,38.102,2.355,248,infiltrating_duct_carcinoma_icdom
1,247400000,248400000,24.588,1.765,249,infiltrating_duct_carcinoma_icdom
1,248400000,248956422,16.077,2.522,250,infiltrating_duct_carcinoma_icdom
2,0,900000,5.544,5.343,251,infiltrating_duct_carcinoma_icdom
2,900000,1900000,5.593,5.343,252,infiltrating_duct_carcinoma_icdom
2,1900000,2900000,5.551,5.336,253,infiltrating_duct_carcinoma_icdom
2,2900000,3900000,5.711,5.572,254,infiltrating_duct_carcinoma_icdom
2,3900000,4900000,7.524,8.754,255,infiltrating_duct_carcinoma_icdom
2,4900000,5900000,7.392,8.372,256,infiltrating_duct_carcinoma_icdom
2,5900000,6900000,7.497,8.372,257,infiltrating_duct_carcinoma_icdom
2,6900000,7900000,7.608,8.33,258,infiltrating_duct_carcinoma_icdom
2,7900000,8900000,7.531,8.323,259,infiltrating_duct_carcinoma_icdom
2,8900000,9900000,7.566,8.254,260,infiltrating_duct_carcinoma_icdom
2,9900000,10900000,7.802,8.4,261,infiltrating_duct_carcinoma_icdom
2,10900000,11900000,7.247,8.435,262,infiltrating_duct_carcinoma_icdom
2,11900000,12900000,7.142,8.455,263,infiltrating_duct_carcinoma_icdom
2,12900000,13900000,6.878,8.337,264,infiltrating_duct_carcinoma_icdom
2,13900000,14900000,6.996,8.685,265,infiltrating_duct_carcinoma_icdom
2,14900000,15900000,7.052,8.476,266,infiltrating_duct_carcinoma_icdom
2,15900000,16900000,7.316,8.838,267,infiltrating_duct_carcinoma_icdom
2,16900000,17900000,7.101,8.428,268,infiltrating_duct_carcinoma_icdom
2,17900000,18900000,6.885,8.212,269,infiltrating_duct_carcinoma_icdom
2,18900000,19900000,6.948,8.143,270,infiltrating_duct_carcinoma_icdom
2,19900000,20900000,7.309,8.379,271,infiltrating_duct_carcinoma_icdom
2,20900000,21900000,6.725,8.15,272,infiltrating_duct_carcinoma_icdom
2,21900000,22900000,6.753,8.136,273,infiltrating_duct_carcinoma_icdom
2,22900000,23900000,6.969,8.164,274,infiltrating_duct_carcinoma_icdom
2,23900000,24900000,7.504,8.455,275,infiltrating_duct_carcinoma_icdom
2,24900000,25900000,7.531,8.733,276,infiltrating_duct_carcinoma_icdom
2,25900000,26900000,7.573,7.809,277,infiltrating_duct_carcinoma_icdom
2,26900000,27900000,7.538,7.476,278,infiltrating_duct_carcinoma_icdom
2,27900000,28900000,7.531,7.379,279,infiltrating_duct_carcinoma_icdom
2,28900000,29900000,7.33,9.366,280,infiltrating_duct_carcinoma_icdom
2,29900000,30900000,6.941,8.977,281,infiltrating_duct_carcinoma_icdom
2,30900000,31900000,6.76,7.67,282,infiltrating_duct_carcinoma_icdom
2,31900000,32900000,6.642,7.601,283,infiltrating_duct_carcinoma_icdom
2,32900000,33900000,6.614,7.65,284,infiltrating_duct_carcinoma_icdom
2,33900000,34900000,6.767,8.782,285,infiltrating_duct_carcinoma_icdom
2,34900000,35900000,6.642,8.08,286,infiltrating_duct_carcinoma_icdom
2,35900000,36900000,6.732,7.893,287,infiltrating_duct_carcinoma_icdom
2,36900000,37900000,6.635,7.024,288,infiltrating_duct_carcinoma_icdom
2,37900000,38900000,7.087,7.135,289,infiltrating_duct_carcinoma_icdom
2,38900000,39900000,7.205,6.962,290,infiltrating_duct_carcinoma_icdom
2,39900000,40900000,6.983,6.691,291,infiltrating_duct_carcinoma_icdom
2,40900000,41900000,7.302,7.003,292,infiltrating_duct_carcinoma_icdom
2,41900000,42900000,7.323,6.628,293,infiltrating_duct_carcinoma_icdom
2,42900000,43900000,7.566,6.684,294,infiltrating_duct_carcinoma_icdom
2,43900000,44900000,7.656,6.58,295,infiltrating_duct_carcinoma_icdom
2,44900000,45900000,7.483,6.427,296,infiltrating_duct_carcinoma_icdom
2,45900000,46900000,7.837,6.649,297,infiltrating_duct_carcinoma_icdom
2,46900000,47900000,8.476,6.809,298,infiltrating_duct_carcinoma_icdom
2,47900000,48900000,7.58,6.093,299,infiltrating_duct_carcinoma_icdom
2,48900000,49900000,7.566,6.163,300,infiltrating_duct_carcinoma_icdom
2,49900000,50900000,7.538,6.448,301,infiltrating_duct_carcinoma_icdom
2,50900000,51900000,7.448,6.107,302,infiltrating_duct_carcinoma_icdom
2,51900000,52900000,7.921,6.323,303,infiltrating_duct_carcinoma_icdom
2,52900000,53900000,7.504,5.892,304,infiltrating_duct_carcinoma_icdom
2,53900000,54900000,7.622,5.732,305,infiltrating_duct_carcinoma_icdom
2,54900000,55900000,7.74,5.642,306,infiltrating_duct_carcinoma_icdom
2,55900000,56900000,7.691,5.704,307,infiltrating_duct_carcinoma_icdom
2,56900000,57900000,7.566,5.6,308,infiltrating_duct_carcinoma_icdom
2,57900000,58900000,7.775,5.628,309,infiltrating_duct_carcinoma_icdom
2,58900000,59900000,7.761,5.586,310,infiltrating_duct_carcinoma_icdom
2,59900000,60900000,8.706,5.669,311,infiltrating_duct_carcinoma_icdom
2,60900000,61900000,8.879,5.447,312,infiltrating_duct_carcinoma_icdom
2,61900000,62900000,7.698,5.329,313,infiltrating_duct_carcinoma_icdom
2,62900000,63900000,7.622,5.329,314,infiltrating_duct_carcinoma_icdom
2,63900000,64900000,7.351,5.426,315,infiltrating_duct_carcinoma_icdom
2,64900000,65900000,7.226,5.433,316,infiltrating_duct_carcinoma_icdom
2,65900000,66900000,7.142,5.579,317,infiltrating_duct_carcinoma_icdom
2,66900000,67900000,6.99,5.815,318,infiltrating_duct_carcinoma_icdom
2,67900000,68900000,6.635,5.517,319,infiltrating_duct_carcinoma_icdom
2,68900000,69900000,6.607,5.642,320,infiltrating_duct_carcinoma_icdom
2,69900000,70900000,6.767,5.628,321,infiltrating_duct_carcinoma_icdom
2,70900000,71900000,6.719,5.878,322,infiltrating_duct_carcinoma_icdom
2,71900000,72900000,6.719,5.676,323,infiltrating_duct_carcinoma_icdom
2,72900000,73900000,6.587,5.579,324,infiltrating_duct_carcinoma_icdom
2,73900000,74900000,6.614,5.628,325,infiltrating_duct_carcinoma_icdom
2,74900000,75900000,6.524,5.878,326,infiltrating_duct_carcinoma_icdom
2,75900000,76900000,6.225,5.836,327,infiltrating_duct_carcinoma_icdom
2,76900000,77900000,6.1,5.815,328,infiltrating_duct_carcinoma_icdom
2,77900000,78900000,6.059,5.794,329,infiltrating_duct_carcinoma_icdom
2,78900000,79900000,6.246,6.072,330,infiltrating_duct_carcinoma_icdom
2,79900000,80900000,6.163,5.843,331,infiltrating_duct_carcinoma_icdom
2,80900000,81900000,6.163,6.065,332,infiltrating_duct_carcinoma_icdom
2,81900000,82900000,6.052,5.808,333,infiltrating_duct_carcinoma_icdom
2,82900000,83900000,6.149,5.753,334,infiltrating_duct_carcinoma_icdom
2,83900000,84900000,6.67,5.572,335,infiltrating_duct_carcinoma_icdom
2,84900000,85900000,7.045,5.551,336,infiltrating_duct_carcinoma_icdom
2,85900000,86900000,7.045,5.412,337,infiltrating_duct_carcinoma_icdom
2,86900000,87900000,6.996,5.329,338,infiltrating_duct_carcinoma_icdom
2,87900000,88900000,7.031,5.308,339,infiltrating_duct_carcinoma_icdom
2,88900000,89900000,6.76,5.697,340,infiltrating_duct_carcinoma_icdom
2,89900000,90900000,6.739,5.697,341,infiltrating_duct_carcinoma_icdom
2,90900000,91900000,7.031,5.35,342,infiltrating_duct_carcinoma_icdom
2,91900000,92900000,6.42,4.891,343,infiltrating_duct_carcinoma_icdom
2,92900000,93900000,5.975,4.467,344,infiltrating_duct_carcinoma_icdom
2,93900000,94900000,6.858,5.162,345,infiltrating_duct_carcinoma_icdom
2,94900000,95900000,7.58,5.788,346,infiltrating_duct_carcinoma_icdom
2,95900000,96900000,7.719,6.184,347,infiltrating_duct_carcinoma_icdom
2,96900000,97900000,6.983,6.607,348,infiltrating_duct_carcinoma_icdom
2,97900000,98900000,6.6,6.719,349,infiltrating_duct_carcinoma_icdom
2,98900000,99900000,6.288,6.364,350,infiltrating_duct_carcinoma_icdom
2,99900000,100900000,6.288,6.517,351,infiltrating_duct_carcinoma_icdom
2,100900000,101900000,5.989,6.51,352,infiltrating_duct_carcinoma_icdom
2,101900000,102900000,5.92,6.614,353,infiltrating_duct_carcinoma_icdom
2,102900000,103900000,5.649,6.6,354,infiltrating_duct_carcinoma_icdom
2,103900000,104900000,5.683,6.663,355,infiltrating_duct_carcinoma_icdom
2,104900000,105900000,5.947,6.99,356,infiltrating_duct_carcinoma_icdom
2,105900000,106900000,5.746,7.149,357,infiltrating_duct_carcinoma_icdom
